Content,output_dir,File name,Num of strokes,input_file,language,count,random_sequences,include_letters,include_numbers,include_symbols,length,random,format,thread_count,extension,skew_angle,random_skew,use_wikipedia,blur,random_blur,background,handwritten,name_format,distorsion,distorsion_orientation,width,alignment,orientation,text_color,space_width,margins,fit,font,case,Omnipage-OCR eng. result,Raw Score
孤,out/,563.jpg,9,texts/JoyoStrokes.txt,cn,2136,False,False,False,False,1,False,32,1,jpg,0,False,False,0,False,1,False,2,0,0,-1,1,0,#282828,1.0,"(5, 5, 5, 5)",False,,,孤,1
弧,out/,564.jpg,9,texts/JoyoStrokes.txt,cn,2136,False,False,False,False,1,False,32,1,jpg,0,False,False,0,False,1,False,2,0,0,-1,1,0,#282828,1.0,"(5, 5, 5, 5)",False,,,弧,1
故,out/,565.jpg,9,texts/JoyoStrokes.txt,cn,2136,False,False,False,False,1,False,32,1,jpg,0,False,False,0,False,1,False,2,0,0,-1,1,0,#282828,1.0,"(5, 5, 5, 5)",False,,,故,1
枯,out/,566.jpg,9,texts/JoyoStrokes.txt,cn,2136,False,False,False,False,1,False,32,1,jpg,0,False,False,0,False,1,False,2,0,0,-1,1,0,#282828,1.0,"(5, 5, 5, 5)",False,,,枯,1
個,out/,567.jpg,10,texts/JoyoStrokes.txt,cn,2136,False,False,False,False,1,False,32,1,jpg,0,False,False,0,False,1,False,2,0,0,-1,1,0,#282828,1.0,"(5, 5, 5, 5)",False,,,個,1
庫,out/,568.jpg,10,texts/JoyoStrokes.txt,cn,2136,False,False,False,False,1,False,32,1,jpg,0,False,False,0,False,1,False,2,0,0,-1,1,0,#282828,1.0,"(5, 5, 5, 5)",False,,,庫,1
湖,out/,569.jpg,12,texts/JoyoStrokes.txt,cn,2136,False,False,False,False,1,False,32,1,jpg,0,False,False,0,False,1,False,2,0,0,-1,1,0,#282828,1.0,"(5, 5, 5, 5)",False,,,湖,1
雇,out/,570.jpg,12,texts/JoyoStrokes.txt,cn,2136,False,False,False,False,1,False,32,1,jpg,0,False,False,0,False,1,False,2,0,0,-1,1,0,#282828,1.0,"(5, 5, 5, 5)",False,,,雇,1
誇,out/,571.jpg,13,texts/JoyoStrokes.txt,cn,2136,False,False,False,False,1,False,32,1,jpg,0,False,False,0,False,1,False,2,0,0,-1,1,0,#282828,1.0,"(5, 5, 5, 5)",False,,,誇,1
鼓,out/,572.jpg,13,texts/JoyoStrokes.txt,cn,2136,False,False,False,False,1,False,32,1,jpg,0,False,False,0,False,1,False,2,0,0,-1,1,0,#282828,1.0,"(5, 5, 5, 5)",False,,,鼓,1
錮,out/,573.jpg,16,texts/JoyoStrokes.txt,cn,2136,False,False,False,False,1,False,32,1,jpg,0,False,False,0,False,1,False,2,0,0,-1,1,0,#282828,1.0,"(5, 5, 5, 5)",False,,,鋼,0
顧,out/,574.jpg,21,texts/JoyoStrokes.txt,cn,2136,False,False,False,False,1,False,32,1,jpg,0,False,False,0,False,1,False,2,0,0,-1,1,0,#282828,1.0,"(5, 5, 5, 5)",False,,,顧,1
五,out/,575.jpg,4,texts/JoyoStrokes.txt,cn,2136,False,False,False,False,1,False,32,1,jpg,0,False,False,0,False,1,False,2,0,0,-1,1,0,#282828,1.0,"(5, 5, 5, 5)",False,,,五,1
互,out/,576.jpg,4,texts/JoyoStrokes.txt,cn,2136,False,False,False,False,1,False,32,1,jpg,0,False,False,0,False,1,False,2,0,0,-1,1,0,#282828,1.0,"(5, 5, 5, 5)",False,,,互,1
午,out/,577.jpg,4,texts/JoyoStrokes.txt,cn,2136,False,False,False,False,1,False,32,1,jpg,0,False,False,0,False,1,False,2,0,0,-1,1,0,#282828,1.0,"(5, 5, 5, 5)",False,,,午,1
呉,out/,578.jpg,7,texts/JoyoStrokes.txt,cn,2136,False,False,False,False,1,False,32,1,jpg,0,False,False,0,False,1,False,2,0,0,-1,1,0,#282828,1.0,"(5, 5, 5, 5)",False,,,呉,1
後,out/,579.jpg,9,texts/JoyoStrokes.txt,cn,2136,False,False,False,False,1,False,32,1,jpg,0,False,False,0,False,1,False,2,0,0,-1,1,0,#282828,1.0,"(5, 5, 5, 5)",False,,,後,1
娯,out/,580.jpg,10,texts/JoyoStrokes.txt,cn,2136,False,False,False,False,1,False,32,1,jpg,0,False,False,0,False,1,False,2,0,0,-1,1,0,#282828,1.0,"(5, 5, 5, 5)",False,,,娯,1
悟,out/,581.jpg,10,texts/JoyoStrokes.txt,cn,2136,False,False,False,False,1,False,32,1,jpg,0,False,False,0,False,1,False,2,0,0,-1,1,0,#282828,1.0,"(5, 5, 5, 5)",False,,,悟,1
碁,out/,582.jpg,13,texts/JoyoStrokes.txt,cn,2136,False,False,False,False,1,False,32,1,jpg,0,False,False,0,False,1,False,2,0,0,-1,1,0,#282828,1.0,"(5, 5, 5, 5)",False,,,碁,1
語,out/,583.jpg,14,texts/JoyoStrokes.txt,cn,2136,False,False,False,False,1,False,32,1,jpg,0,False,False,0,False,1,False,2,0,0,-1,1,0,#282828,1.0,"(5, 5, 5, 5)",False,,,語,1
誤,out/,584.jpg,14,texts/JoyoStrokes.txt,cn,2136,False,False,False,False,1,False,32,1,jpg,0,False,False,0,False,1,False,2,0,0,-1,1,0,#282828,1.0,"(5, 5, 5, 5)",False,,,誤,1
護,out/,585.jpg,20,texts/JoyoStrokes.txt,cn,2136,False,False,False,False,1,False,32,1,jpg,0,False,False,0,False,1,False,2,0,0,-1,1,0,#282828,1.0,"(5, 5, 5, 5)",False,,,護,1
口,out/,586.jpg,3,texts/JoyoStrokes.txt,cn,2136,False,False,False,False,1,False,32,1,jpg,0,False,False,0,False,1,False,2,0,0,-1,1,0,#282828,1.0,"(5, 5, 5, 5)",False,,,口,1
工,out/,587.jpg,3,texts/JoyoStrokes.txt,cn,2136,False,False,False,False,1,False,32,1,jpg,0,False,False,0,False,1,False,2,0,0,-1,1,0,#282828,1.0,"(5, 5, 5, 5)",False,,,工,1
公,out/,588.jpg,4,texts/JoyoStrokes.txt,cn,2136,False,False,False,False,1,False,32,1,jpg,0,False,False,0,False,1,False,2,0,0,-1,1,0,#282828,1.0,"(5, 5, 5, 5)",False,,,公,1
勾,out/,589.jpg,4,texts/JoyoStrokes.txt,cn,2136,False,False,False,False,1,False,32,1,jpg,0,False,False,0,False,1,False,2,0,0,-1,1,0,#282828,1.0,"(5, 5, 5, 5)",False,,,勾,1
孔,out/,590.jpg,4,texts/JoyoStrokes.txt,cn,2136,False,False,False,False,1,False,32,1,jpg,0,False,False,0,False,1,False,2,0,0,-1,1,0,#282828,1.0,"(5, 5, 5, 5)",False,,,孔,1
功,out/,591.jpg,5,texts/JoyoStrokes.txt,cn,2136,False,False,False,False,1,False,32,1,jpg,0,False,False,0,False,1,False,2,0,0,-1,1,0,#282828,1.0,"(5, 5, 5, 5)",False,,,功,1
巧,out/,592.jpg,5,texts/JoyoStrokes.txt,cn,2136,False,False,False,False,1,False,32,1,jpg,0,False,False,0,False,1,False,2,0,0,-1,1,0,#282828,1.0,"(5, 5, 5, 5)",False,,,巧,1
広,out/,593.jpg,5,texts/JoyoStrokes.txt,cn,2136,False,False,False,False,1,False,32,1,jpg,0,False,False,0,False,1,False,2,0,0,-1,1,0,#282828,1.0,"(5, 5, 5, 5)",False,,,広,1
甲,out/,594.jpg,5,texts/JoyoStrokes.txt,cn,2136,False,False,False,False,1,False,32,1,jpg,0,False,False,0,False,1,False,2,0,0,-1,1,0,#282828,1.0,"(5, 5, 5, 5)",False,,,甲,1
交,out/,595.jpg,6,texts/JoyoStrokes.txt,cn,2136,False,False,False,False,1,False,32,1,jpg,0,False,False,0,False,1,False,2,0,0,-1,1,0,#282828,1.0,"(5, 5, 5, 5)",False,,,交,1
光,out/,596.jpg,6,texts/JoyoStrokes.txt,cn,2136,False,False,False,False,1,False,32,1,jpg,0,False,False,0,False,1,False,2,0,0,-1,1,0,#282828,1.0,"(5, 5, 5, 5)",False,,,光,1
向,out/,597.jpg,6,texts/JoyoStrokes.txt,cn,2136,False,False,False,False,1,False,32,1,jpg,0,False,False,0,False,1,False,2,0,0,-1,1,0,#282828,1.0,"(5, 5, 5, 5)",False,,,向,1
后,out/,598.jpg,6,texts/JoyoStrokes.txt,cn,2136,False,False,False,False,1,False,32,1,jpg,0,False,False,0,False,1,False,2,0,0,-1,1,0,#282828,1.0,"(5, 5, 5, 5)",False,,,后,1
好,out/,599.jpg,6,texts/JoyoStrokes.txt,cn,2136,False,False,False,False,1,False,32,1,jpg,0,False,False,0,False,1,False,2,0,0,-1,1,0,#282828,1.0,"(5, 5, 5, 5)",False,,,好,1
江,out/,600.jpg,6,texts/JoyoStrokes.txt,cn,2136,False,False,False,False,1,False,32,1,jpg,0,False,False,0,False,1,False,2,0,0,-1,1,0,#282828,1.0,"(5, 5, 5, 5)",False,,,江,1
考,out/,601.jpg,6,texts/JoyoStrokes.txt,cn,2136,False,False,False,False,1,False,32,1,jpg,0,False,False,0,False,1,False,2,0,0,-1,1,0,#282828,1.0,"(5, 5, 5, 5)",False,,,考,1
行,out/,602.jpg,6,texts/JoyoStrokes.txt,cn,2136,False,False,False,False,1,False,32,1,jpg,0,False,False,0,False,1,False,2,0,0,-1,1,0,#282828,1.0,"(5, 5, 5, 5)",False,,,行,1
坑,out/,603.jpg,7,texts/JoyoStrokes.txt,cn,2136,False,False,False,False,1,False,32,1,jpg,0,False,False,0,False,1,False,2,0,0,-1,1,0,#282828,1.0,"(5, 5, 5, 5)",False,,,坑,1
孝,out/,604.jpg,7,texts/JoyoStrokes.txt,cn,2136,False,False,False,False,1,False,32,1,jpg,0,False,False,0,False,1,False,2,0,0,-1,1,0,#282828,1.0,"(5, 5, 5, 5)",False,,,孝,1
抗,out/,605.jpg,7,texts/JoyoStrokes.txt,cn,2136,False,False,False,False,1,False,32,1,jpg,0,False,False,0,False,1,False,2,0,0,-1,1,0,#282828,1.0,"(5, 5, 5, 5)",False,,,抗,1
攻,out/,606.jpg,7,texts/JoyoStrokes.txt,cn,2136,False,False,False,False,1,False,32,1,jpg,0,False,False,0,False,1,False,2,0,0,-1,1,0,#282828,1.0,"(5, 5, 5, 5)",False,,,攻,1
更,out/,607.jpg,7,texts/JoyoStrokes.txt,cn,2136,False,False,False,False,1,False,32,1,jpg,0,False,False,0,False,1,False,2,0,0,-1,1,0,#282828,1.0,"(5, 5, 5, 5)",False,,,更,1
効,out/,608.jpg,8,texts/JoyoStrokes.txt,cn,2136,False,False,False,False,1,False,32,1,jpg,0,False,False,0,False,1,False,2,0,0,-1,1,0,#282828,1.0,"(5, 5, 5, 5)",False,,,効,1
幸,out/,609.jpg,8,texts/JoyoStrokes.txt,cn,2136,False,False,False,False,1,False,32,1,jpg,0,False,False,0,False,1,False,2,0,0,-1,1,0,#282828,1.0,"(5, 5, 5, 5)",False,,,幸,1
拘,out/,610.jpg,8,texts/JoyoStrokes.txt,cn,2136,False,False,False,False,1,False,32,1,jpg,0,False,False,0,False,1,False,2,0,0,-1,1,0,#282828,1.0,"(5, 5, 5, 5)",False,,,拘,1
肯,out/,611.jpg,8,texts/JoyoStrokes.txt,cn,2136,False,False,False,False,1,False,32,1,jpg,0,False,False,0,False,1,False,2,0,0,-1,1,0,#282828,1.0,"(5, 5, 5, 5)",False,,,肯,1
侯,out/,612.jpg,9,texts/JoyoStrokes.txt,cn,2136,False,False,False,False,1,False,32,1,jpg,0,False,False,0,False,1,False,2,0,0,-1,1,0,#282828,1.0,"(5, 5, 5, 5)",False,,,侯,1
厚,out/,613.jpg,9,texts/JoyoStrokes.txt,cn,2136,False,False,False,False,1,False,32,1,jpg,0,False,False,0,False,1,False,2,0,0,-1,1,0,#282828,1.0,"(5, 5, 5, 5)",False,,,厚,1
恒,out/,614.jpg,9,texts/JoyoStrokes.txt,cn,2136,False,False,False,False,1,False,32,1,jpg,0,False,False,0,False,1,False,2,0,0,-1,1,0,#282828,1.0,"(5, 5, 5, 5)",False,,,恒,1
洪,out/,615.jpg,9,texts/JoyoStrokes.txt,cn,2136,False,False,False,False,1,False,32,1,jpg,0,False,False,0,False,1,False,2,0,0,-1,1,0,#282828,1.0,"(5, 5, 5, 5)",False,,,洪,1
皇,out/,616.jpg,9,texts/JoyoStrokes.txt,cn,2136,False,False,False,False,1,False,32,1,jpg,0,False,False,0,False,1,False,2,0,0,-1,1,0,#282828,1.0,"(5, 5, 5, 5)",False,,,皇,1
紅,out/,617.jpg,9,texts/JoyoStrokes.txt,cn,2136,False,False,False,False,1,False,32,1,jpg,0,False,False,0,False,1,False,2,0,0,-1,1,0,#282828,1.0,"(5, 5, 5, 5)",False,,,紅,1
荒,out/,618.jpg,9,texts/JoyoStrokes.txt,cn,2136,False,False,False,False,1,False,32,1,jpg,0,False,False,0,False,1,False,2,0,0,-1,1,0,#282828,1.0,"(5, 5, 5, 5)",False,,,荒,1
郊,out/,619.jpg,9,texts/JoyoStrokes.txt,cn,2136,False,False,False,False,1,False,32,1,jpg,0,False,False,0,False,1,False,2,0,0,-1,1,0,#282828,1.0,"(5, 5, 5, 5)",False,,,郊,1
香,out/,620.jpg,9,texts/JoyoStrokes.txt,cn,2136,False,False,False,False,1,False,32,1,jpg,0,False,False,0,False,1,False,2,0,0,-1,1,0,#282828,1.0,"(5, 5, 5, 5)",False,,,香,1
候,out/,621.jpg,10,texts/JoyoStrokes.txt,cn,2136,False,False,False,False,1,False,32,1,jpg,0,False,False,0,False,1,False,2,0,0,-1,1,0,#282828,1.0,"(5, 5, 5, 5)",False,,,候,1
校,out/,622.jpg,10,texts/JoyoStrokes.txt,cn,2136,False,False,False,False,1,False,32,1,jpg,0,False,False,0,False,1,False,2,0,0,-1,1,0,#282828,1.0,"(5, 5, 5, 5)",False,,,校,1
耕,out/,623.jpg,10,texts/JoyoStrokes.txt,cn,2136,False,False,False,False,1,False,32,1,jpg,0,False,False,0,False,1,False,2,0,0,-1,1,0,#282828,1.0,"(5, 5, 5, 5)",False,,,耕,1
航,out/,624.jpg,10,texts/JoyoStrokes.txt,cn,2136,False,False,False,False,1,False,32,1,jpg,0,False,False,0,False,1,False,2,0,0,-1,1,0,#282828,1.0,"(5, 5, 5, 5)",False,,,航,1
貢,out/,625.jpg,10,texts/JoyoStrokes.txt,cn,2136,False,False,False,False,1,False,32,1,jpg,0,False,False,0,False,1,False,2,0,0,-1,1,0,#282828,1.0,"(5, 5, 5, 5)",False,,,貢,1
降,out/,626.jpg,10,texts/JoyoStrokes.txt,cn,2136,False,False,False,False,1,False,32,1,jpg,0,False,False,0,False,1,False,2,0,0,-1,1,0,#282828,1.0,"(5, 5, 5, 5)",False,,,降,1
高,out/,627.jpg,10,texts/JoyoStrokes.txt,cn,2136,False,False,False,False,1,False,32,1,jpg,0,False,False,0,False,1,False,2,0,0,-1,1,0,#282828,1.0,"(5, 5, 5, 5)",False,,,高,1
康,out/,628.jpg,11,texts/JoyoStrokes.txt,cn,2136,False,False,False,False,1,False,32,1,jpg,0,False,False,0,False,1,False,2,0,0,-1,1,0,#282828,1.0,"(5, 5, 5, 5)",False,,,康,1
控,out/,629.jpg,11,texts/JoyoStrokes.txt,cn,2136,False,False,False,False,1,False,32,1,jpg,0,False,False,0,False,1,False,2,0,0,-1,1,0,#282828,1.0,"(5, 5, 5, 5)",False,,,控,1
梗,out/,630.jpg,11,texts/JoyoStrokes.txt,cn,2136,False,False,False,False,1,False,32,1,jpg,0,False,False,0,False,1,False,2,0,0,-1,1,0,#282828,1.0,"(5, 5, 5, 5)",False,,,梗,1
黄,out/,631.jpg,11,texts/JoyoStrokes.txt,cn,2136,False,False,False,False,1,False,32,1,jpg,0,False,False,0,False,1,False,2,0,0,-1,1,0,#282828,1.0,"(5, 5, 5, 5)",False,,,黄,1
喉,out/,632.jpg,12,texts/JoyoStrokes.txt,cn,2136,False,False,False,False,1,False,32,1,jpg,0,False,False,0,False,1,False,2,0,0,-1,1,0,#282828,1.0,"(5, 5, 5, 5)",False,,,喉,1
慌,out/,633.jpg,12,texts/JoyoStrokes.txt,cn,2136,False,False,False,False,1,False,32,1,jpg,0,False,False,0,False,1,False,2,0,0,-1,1,0,#282828,1.0,"(5, 5, 5, 5)",False,,,慌,1
港,out/,634.jpg,12,texts/JoyoStrokes.txt,cn,2136,False,False,False,False,1,False,32,1,jpg,0,False,False,0,False,1,False,2,0,0,-1,1,0,#282828,1.0,"(5, 5, 5, 5)",False,,,港,1
硬,out/,635.jpg,12,texts/JoyoStrokes.txt,cn,2136,False,False,False,False,1,False,32,1,jpg,0,False,False,0,False,1,False,2,0,0,-1,1,0,#282828,1.0,"(5, 5, 5, 5)",False,,,硬,1
絞,out/,636.jpg,12,texts/JoyoStrokes.txt,cn,2136,False,False,False,False,1,False,32,1,jpg,0,False,False,0,False,1,False,2,0,0,-1,1,0,#282828,1.0,"(5, 5, 5, 5)",False,,,絞,1
項,out/,637.jpg,12,texts/JoyoStrokes.txt,cn,2136,False,False,False,False,1,False,32,1,jpg,0,False,False,0,False,1,False,2,0,0,-1,1,0,#282828,1.0,"(5, 5, 5, 5)",False,,,項,1
溝,out/,638.jpg,13,texts/JoyoStrokes.txt,cn,2136,False,False,False,False,1,False,32,1,jpg,0,False,False,0,False,1,False,2,0,0,-1,1,0,#282828,1.0,"(5, 5, 5, 5)",False,,,溝,1
鉱,out/,639.jpg,13,texts/JoyoStrokes.txt,cn,2136,False,False,False,False,1,False,32,1,jpg,0,False,False,0,False,1,False,2,0,0,-1,1,0,#282828,1.0,"(5, 5, 5, 5)",False,,,鉱,1
構,out/,640.jpg,14,texts/JoyoStrokes.txt,cn,2136,False,False,False,False,1,False,32,1,jpg,0,False,False,0,False,1,False,2,0,0,-1,1,0,#282828,1.0,"(5, 5, 5, 5)",False,,,構,1
綱,out/,641.jpg,14,texts/JoyoStrokes.txt,cn,2136,False,False,False,False,1,False,32,1,jpg,0,False,False,0,False,1,False,2,0,0,-1,1,0,#282828,1.0,"(5, 5, 5, 5)",False,,,綱,1
酵,out/,642.jpg,14,texts/JoyoStrokes.txt,cn,2136,False,False,False,False,1,False,32,1,jpg,0,False,False,0,False,1,False,2,0,0,-1,1,0,#282828,1.0,"(5, 5, 5, 5)",False,,,酵,1
稿,out/,643.jpg,15,texts/JoyoStrokes.txt,cn,2136,False,False,False,False,1,False,32,1,jpg,0,False,False,0,False,1,False,2,0,0,-1,1,0,#282828,1.0,"(5, 5, 5, 5)",False,,,稿,1
興,out/,644.jpg,16,texts/JoyoStrokes.txt,cn,2136,False,False,False,False,1,False,32,1,jpg,0,False,False,0,False,1,False,2,0,0,-1,1,0,#282828,1.0,"(5, 5, 5, 5)",False,,,興,1
衡,out/,645.jpg,16,texts/JoyoStrokes.txt,cn,2136,False,False,False,False,1,False,32,1,jpg,0,False,False,0,False,1,False,2,0,0,-1,1,0,#282828,1.0,"(5, 5, 5, 5)",False,,,衡,1
鋼,out/,646.jpg,16,texts/JoyoStrokes.txt,cn,2136,False,False,False,False,1,False,32,1,jpg,0,False,False,0,False,1,False,2,0,0,-1,1,0,#282828,1.0,"(5, 5, 5, 5)",False,,,鋼,1
講,out/,647.jpg,17,texts/JoyoStrokes.txt,cn,2136,False,False,False,False,1,False,32,1,jpg,0,False,False,0,False,1,False,2,0,0,-1,1,0,#282828,1.0,"(5, 5, 5, 5)",False,,,講,1
購,out/,648.jpg,17,texts/JoyoStrokes.txt,cn,2136,False,False,False,False,1,False,32,1,jpg,0,False,False,0,False,1,False,2,0,0,-1,1,0,#282828,1.0,"(5, 5, 5, 5)",False,,,購,1
乞,out/,649.jpg,3,texts/JoyoStrokes.txt,cn,2136,False,False,False,False,1,False,32,1,jpg,0,False,False,0,False,1,False,2,0,0,-1,1,0,#282828,1.0,"(5, 5, 5, 5)",False,,,乞,1
号,out/,650.jpg,5,texts/JoyoStrokes.txt,cn,2136,False,False,False,False,1,False,32,1,jpg,0,False,False,0,False,1,False,2,0,0,-1,1,0,#282828,1.0,"(5, 5, 5, 5)",False,,,号,1
合,out/,651.jpg,6,texts/JoyoStrokes.txt,cn,2136,False,False,False,False,1,False,32,1,jpg,0,False,False,0,False,1,False,2,0,0,-1,1,0,#282828,1.0,"(5, 5, 5, 5)",False,,,合,1
拷,out/,652.jpg,9,texts/JoyoStrokes.txt,cn,2136,False,False,False,False,1,False,32,1,jpg,0,False,False,0,False,1,False,2,0,0,-1,1,0,#282828,1.0,"(5, 5, 5, 5)",False,,,拷,1
剛,out/,653.jpg,10,texts/JoyoStrokes.txt,cn,2136,False,False,False,False,1,False,32,1,jpg,0,False,False,0,False,1,False,2,0,0,-1,1,0,#282828,1.0,"(5, 5, 5, 5)",False,,,剛,1
傲,out/,654.jpg,13,texts/JoyoStrokes.txt,cn,2136,False,False,False,False,1,False,32,1,jpg,0,False,False,0,False,1,False,2,0,0,-1,1,0,#282828,1.0,"(5, 5, 5, 5)",False,,,倣,0
豪,out/,655.jpg,14,texts/JoyoStrokes.txt,cn,2136,False,False,False,False,1,False,32,1,jpg,0,False,False,0,False,1,False,2,0,0,-1,1,0,#282828,1.0,"(5, 5, 5, 5)",False,,,豪,1
克,out/,656.jpg,7,texts/JoyoStrokes.txt,cn,2136,False,False,False,False,1,False,32,1,jpg,0,False,False,0,False,1,False,2,0,0,-1,1,0,#282828,1.0,"(5, 5, 5, 5)",False,,,克,1
告,out/,657.jpg,7,texts/JoyoStrokes.txt,cn,2136,False,False,False,False,1,False,32,1,jpg,0,False,False,0,False,1,False,2,0,0,-1,1,0,#282828,1.0,"(5, 5, 5, 5)",False,,,告,1
谷,out/,658.jpg,7,texts/JoyoStrokes.txt,cn,2136,False,False,False,False,1,False,32,1,jpg,0,False,False,0,False,1,False,2,0,0,-1,1,0,#282828,1.0,"(5, 5, 5, 5)",False,,,谷,1
刻,out/,659.jpg,8,texts/JoyoStrokes.txt,cn,2136,False,False,False,False,1,False,32,1,jpg,0,False,False,0,False,1,False,2,0,0,-1,1,0,#282828,1.0,"(5, 5, 5, 5)",False,,,刻,1
国,out/,660.jpg,8,texts/JoyoStrokes.txt,cn,2136,False,False,False,False,1,False,32,1,jpg,0,False,False,0,False,1,False,2,0,0,-1,1,0,#282828,1.0,"(5, 5, 5, 5)",False,,,国,1
黒,out/,661.jpg,11,texts/JoyoStrokes.txt,cn,2136,False,False,False,False,1,False,32,1,jpg,0,False,False,0,False,1,False,2,0,0,-1,1,0,#282828,1.0,"(5, 5, 5, 5)",False,,,黒,1
穀,out/,662.jpg,14,texts/JoyoStrokes.txt,cn,2136,False,False,False,False,1,False,32,1,jpg,0,False,False,0,False,1,False,2,0,0,-1,1,0,#282828,1.0,"(5, 5, 5, 5)",False,,,穀,1
酷,out/,663.jpg,14,texts/JoyoStrokes.txt,cn,2136,False,False,False,False,1,False,32,1,jpg,0,False,False,0,False,1,False,2,0,0,-1,1,0,#282828,1.0,"(5, 5, 5, 5)",False,,,酷,1
獄,out/,664.jpg,14,texts/JoyoStrokes.txt,cn,2136,False,False,False,False,1,False,32,1,jpg,0,False,False,0,False,1,False,2,0,0,-1,1,0,#282828,1.0,"(5, 5, 5, 5)",False,,,獄,1
骨,out/,665.jpg,10,texts/JoyoStrokes.txt,cn,2136,False,False,False,False,1,False,32,1,jpg,0,False,False,0,False,1,False,2,0,0,-1,1,0,#282828,1.0,"(5, 5, 5, 5)",False,,,骨,1
駒,out/,666.jpg,15,texts/JoyoStrokes.txt,cn,2136,False,False,False,False,1,False,32,1,jpg,0,False,False,0,False,1,False,2,0,0,-1,1,0,#282828,1.0,"(5, 5, 5, 5)",False,,,駒,1
込,out/,667.jpg,5,texts/JoyoStrokes.txt,cn,2136,False,False,False,False,1,False,32,1,jpg,0,False,False,0,False,1,False,2,0,0,-1,1,0,#282828,1.0,"(5, 5, 5, 5)",False,,,込,1
頃,out/,668.jpg,11,texts/JoyoStrokes.txt,cn,2136,False,False,False,False,1,False,32,1,jpg,0,False,False,0,False,1,False,2,0,0,-1,1,0,#282828,1.0,"(5, 5, 5, 5)",False,,,頃,1
今,out/,669.jpg,4,texts/JoyoStrokes.txt,cn,2136,False,False,False,False,1,False,32,1,jpg,0,False,False,0,False,1,False,2,0,0,-1,1,0,#282828,1.0,"(5, 5, 5, 5)",False,,,今,1
困,out/,670.jpg,7,texts/JoyoStrokes.txt,cn,2136,False,False,False,False,1,False,32,1,jpg,0,False,False,0,False,1,False,2,0,0,-1,1,0,#282828,1.0,"(5, 5, 5, 5)",False,,,困,1
昆,out/,671.jpg,8,texts/JoyoStrokes.txt,cn,2136,False,False,False,False,1,False,32,1,jpg,0,False,False,0,False,1,False,2,0,0,-1,1,0,#282828,1.0,"(5, 5, 5, 5)",False,,,昆,1
恨,out/,672.jpg,9,texts/JoyoStrokes.txt,cn,2136,False,False,False,False,1,False,32,1,jpg,0,False,False,0,False,1,False,2,0,0,-1,1,0,#282828,1.0,"(5, 5, 5, 5)",False,,,恨,1
根,out/,673.jpg,10,texts/JoyoStrokes.txt,cn,2136,False,False,False,False,1,False,32,1,jpg,0,False,False,0,False,1,False,2,0,0,-1,1,0,#282828,1.0,"(5, 5, 5, 5)",False,,,根,1
婚,out/,674.jpg,11,texts/JoyoStrokes.txt,cn,2136,False,False,False,False,1,False,32,1,jpg,0,False,False,0,False,1,False,2,0,0,-1,1,0,#282828,1.0,"(5, 5, 5, 5)",False,,,婚,1
混,out/,675.jpg,11,texts/JoyoStrokes.txt,cn,2136,False,False,False,False,1,False,32,1,jpg,0,False,False,0,False,1,False,2,0,0,-1,1,0,#282828,1.0,"(5, 5, 5, 5)",False,,,混,1
痕,out/,676.jpg,11,texts/JoyoStrokes.txt,cn,2136,False,False,False,False,1,False,32,1,jpg,0,False,False,0,False,1,False,2,0,0,-1,1,0,#282828,1.0,"(5, 5, 5, 5)",False,,,痕,1
紺,out/,677.jpg,11,texts/JoyoStrokes.txt,cn,2136,False,False,False,False,1,False,32,1,jpg,0,False,False,0,False,1,False,2,0,0,-1,1,0,#282828,1.0,"(5, 5, 5, 5)",False,,,紺,1
魂,out/,678.jpg,14,texts/JoyoStrokes.txt,cn,2136,False,False,False,False,1,False,32,1,jpg,0,False,False,0,False,1,False,2,0,0,-1,1,0,#282828,1.0,"(5, 5, 5, 5)",False,,,魂,1
墾,out/,679.jpg,16,texts/JoyoStrokes.txt,cn,2136,False,False,False,False,1,False,32,1,jpg,0,False,False,0,False,1,False,2,0,0,-1,1,0,#282828,1.0,"(5, 5, 5, 5)",False,,,墾,1
懇,out/,680.jpg,17,texts/JoyoStrokes.txt,cn,2136,False,False,False,False,1,False,32,1,jpg,0,False,False,0,False,1,False,2,0,0,-1,1,0,#282828,1.0,"(5, 5, 5, 5)",False,,,懇,1
左,out/,681.jpg,5,texts/JoyoStrokes.txt,cn,2136,False,False,False,False,1,False,32,1,jpg,0,False,False,0,False,1,False,2,0,0,-1,1,0,#282828,1.0,"(5, 5, 5, 5)",False,,,左,1
佐,out/,682.jpg,7,texts/JoyoStrokes.txt,cn,2136,False,False,False,False,1,False,32,1,jpg,0,False,False,0,False,1,False,2,0,0,-1,1,0,#282828,1.0,"(5, 5, 5, 5)",False,,,佐,1
沙,out/,683.jpg,7,texts/JoyoStrokes.txt,cn,2136,False,False,False,False,1,False,32,1,jpg,0,False,False,0,False,1,False,2,0,0,-1,1,0,#282828,1.0,"(5, 5, 5, 5)",False,,,沙,1
査,out/,684.jpg,9,texts/JoyoStrokes.txt,cn,2136,False,False,False,False,1,False,32,1,jpg,0,False,False,0,False,1,False,2,0,0,-1,1,0,#282828,1.0,"(5, 5, 5, 5)",False,,,査,1
砂,out/,685.jpg,9,texts/JoyoStrokes.txt,cn,2136,False,False,False,False,1,False,32,1,jpg,0,False,False,0,False,1,False,2,0,0,-1,1,0,#282828,1.0,"(5, 5, 5, 5)",False,,,砂,1
