Content,output_dir,file name,input_file,language,count,random_sequences,include_letters,include_numbers,include_symbols,length,random,format,thread_count,extension,skew_angle,random_skew,use_wikipedia,blur,random_blur,background,handwritten,name_format,distorsion,distorsion_orientation,width,alignment,orientation,text_color,space_width,margins,fit,font,case,MS-OCR eng. result,Raw Score
"I am a flawed person, but these are flaws that can easily be fixed.",out_random/,concat_87.jpg,texts/eng_sentences.txt,en,100,False,False,False,False,67,False,32,1,jpg,0,False,False,1.25,False,1,False,2,0,0,-1,1,0,#282828,1.0,"(5, 5, 5, 0)",False,fonts/latin/OpenSans-Regular.ttf,,"I am a flawed person, but these are flaws that can easily be fixed.",1
"Whenever I find something I like, it's too expensive.",out_random/,concat_88.jpg,texts/eng_sentences.txt,en,100,False,False,False,False,53,False,32,1,jpg,0,False,False,1.25,False,1,False,2,0,0,-1,1,0,#282828,1.0,"(5, 5, 5, 0)",False,fonts/latin/OpenSans-Regular.ttf,,"Whenever I find something I like, it's too",0.884210526315789
How long did you stay?,out_random/,concat_89.jpg,texts/eng_sentences.txt,en,100,False,False,False,False,22,False,32,1,jpg,0,False,False,1.25,False,1,False,2,0,0,-1,1,0,#282828,1.0,"(5, 5, 5, 0)",False,fonts/latin/OpenSans-Regular.ttf,,How long did you stay?,1
Maybe it will be exactly the same for him.,out_random/,concat_90.jpg,texts/eng_sentences.txt,en,100,False,False,False,False,42,False,32,1,jpg,0,False,False,1.25,False,1,False,2,0,0,-1,1,0,#282828,1.0,"(5, 5, 5, 0)",False,fonts/latin/OpenSans-Regular.ttf,,Maybe it will be exactly the same for t?urn,0.894117647058824
Innocence is a beautiful thing.,out_random/,concat_91.jpg,texts/eng_sentences.txt,en,100,False,False,False,False,31,False,32,1,jpg,0,False,False,1.25,False,1,False,2,0,0,-1,1,0,#282828,1.0,"(5, 5, 5, 0)",False,fonts/latin/OpenSans-Regular.ttf,,Innocence is a beautiful thing,0.983606557377049
Humans were never meant to live forever.,out_random/,concat_92.jpg,texts/eng_sentences.txt,en,100,False,False,False,False,40,False,32,1,jpg,0,False,False,1.25,False,1,False,2,0,0,-1,1,0,#282828,1.0,"(5, 5, 5, 0)",False,fonts/latin/OpenSans-Regular.ttf,,Humans were never meant to live fcye?.er.,0.91358024691358
"I don't want to lose my ideas, even though some of them are a bit extreme.",out_random/,concat_93.jpg,texts/eng_sentences.txt,en,100,False,False,False,False,74,False,32,1,jpg,0,False,False,1.25,False,1,False,2,0,0,-1,1,0,#282828,1.0,"(5, 5, 5, 0)",False,fonts/latin/OpenSans-Regular.ttf,,"I don't want to lose my ideas, even though some of them are a bit extreme.",1
I think I have a theory about that.,out_random/,concat_94.jpg,texts/eng_sentences.txt,en,100,False,False,False,False,35,False,32,1,jpg,0,False,False,1.25,False,1,False,2,0,0,-1,1,0,#282828,1.0,"(5, 5, 5, 0)",False,fonts/latin/OpenSans-Regular.ttf,,I think I have a theory about that.,1
That is intriguing.,out_random/,concat_95.jpg,texts/eng_sentences.txt,en,100,False,False,False,False,19,False,32,1,jpg,0,False,False,1.25,False,1,False,2,0,0,-1,1,0,#282828,1.0,"(5, 5, 5, 0)",False,fonts/latin/OpenSans-Regular.ttf,,That is ntrtguing,0.888888888888889
You are saying you intentionally hide your good looks?,out_random/,concat_96.jpg,texts/eng_sentences.txt,en,100,False,False,False,False,54,False,32,1,jpg,0,False,False,1.25,False,1,False,2,0,0,-1,1,0,#282828,1.0,"(5, 5, 5, 0)",False,fonts/latin/OpenSans-Regular.ttf,,You are saying you intentionally hide your good,0.930693069306931
I do not have an account in these forums.,out_random/,concat_97.jpg,texts/eng_sentences.txt,en,100,False,False,False,False,41,False,32,1,jpg,0,False,False,1.25,False,1,False,2,0,0,-1,1,0,#282828,1.0,"(5, 5, 5, 0)",False,fonts/latin/OpenSans-Regular.ttf,,I do not have an account in these forums,0.987654320987654
"If anyone was to ask what the point of the story is, I really don't know.",out_random/,concat_98.jpg,texts/eng_sentences.txt,en,100,False,False,False,False,73,False,32,1,jpg,0,False,False,1.25,False,1,False,2,0,0,-1,1,0,#282828,1.0,"(5, 5, 5, 0)",False,fonts/latin/OpenSans-Regular.ttf,,"If anyone was to ask what the point of the story is, I really don't kncm.",0.972602739726027
I didn't know where it came from.,out_random/,concat_99.jpg,texts/eng_sentences.txt,en,100,False,False,False,False,33,False,32,1,jpg,0,False,False,1.25,False,1,False,2,0,0,-1,1,0,#282828,1.0,"(5, 5, 5, 0)",False,fonts/latin/OpenSans-Regular.ttf,,I didn't know where it came from,0.984615384615385
